Employee_ID,Job_Title,Performance_Score,Work_Hours_Per_Week,Projects_Handled,Employee_Satisfaction_Score,Team_Size,Training_Hours,Promotions,Resigned,technical_skills,skill_proficiency,preferred_role,collaboration_score,personality_type,communication_style,work_habits,teamwork_style,leadership_score,project_interests,availability,Department,Gender,Age,Hire_Date,Years_At_Company,Education_Level,Monthly_Salary,Overtime_Hours,Sick_Days,Remote_Work_Frequency,past_projects,time_zone
105,Technician,1,58,1,2.3,4,29,1,False,"C++, Robotics",3,Frontend Dev,4,ENFJ,Discord,Remote,6,9,"Crypto, Security",47,Customer Support,Female,55,2019-05-21 08:03:05.556036,5,High School,3850.0,1,0,0,E-Commerce,GMT+0
106,Manager,4,36,1,2.94,17,10,0,False,"Golang, DevOps",1,ML Engineer,9,ENTP,Slack,Hybrid,8,5,"FinTech, AI",41,Customer Support,Male,46,2021-09-13 08:03:05.556036,2,Bachelor,8400.0,6,9,50,AI Startups,GMT+12
107,Developer,4,34,8,2.8,16,1,0,False,"C#, Unity",9,Mobile Dev,7,ENFJ,Zoom,Remote,1,1,"Crypto, Security",25,HR,Female,22,2020-12-17 08:03:05.556036,3,Bachelor,7000.0,17,12,100,Finance Apps,GMT+-1
108,Engineer,4,56,26,4.68,15,12,2,False,"PHP, Laravel",8,ML Engineer,4,ESTP,Email,Agile,7,10,"FinTech, UX",22,Operations,Female,37,2015-01-26 08:03:05.556036,9,Bachelor,8400.0,7,9,100,Indie Games,GMT+6
109,Consultant,1,51,24,2.7,3,82,1,False,"Golang, DevOps",4,Data Analyst,4,ISTP,Zoom,Office,7,4,"SaaS, Web3",29,Sales,Male,56,2018-08-02 08:03:05.556036,6,Bachelor,6050.0,2,11,75,SaaS,GMT+-5
110,Consultant,5,50,32,1.64,9,56,0,False,"JavaScript, Node.js",2,Database Admin,9,ENFJ,Slack,Hybrid,4,6,HealthTech,29,Sales,Male,36,2018-09-23 08:03:05.556036,5,High School,8250.0,28,5,50,AI Startups,GMT+4
111,Technician,2,48,33,4.8,12,75,2,False,"Golang, DevOps",5,Game Developer,2,ISTP,Discord,Office,5,1,"NLP, AI Ethics",21,IT,Male,43,2023-09-08 08:03:05.556036,0,Bachelor,4200.0,4,7,25,Finance Apps,GMT+-7
112,Analyst,1,31,5,3.51,3,34,0,False,"Rust, Blockchain",2,Blockchain Dev,9,ISTP,Teams,Agile,10,8,"AI, Bioinformatics",15,Finance,Male,39,2018-11-06 08:03:05.556036,5,Bachelor,4400.0,25,12,75,Healthcare AI,GMT+0
113,Technician,4,34,14,4.5,2,59,0,False,"UI/UX, Figma",10,Designer,6,ISTP,Discord,Office,9,9,"FinTech, AI",45,Legal,Female,30,2017-05-07 08:03:05.556036,7,Master,4900.0,12,8,25,CMS Systems,GMT+11
114,Consultant,4,43,14,3.58,5,31,2,False,"Java, Spring",10,AI Researcher,7,ISTP,Teams,Office,3,6,Data Science,28,Customer Support,Male,35,2024-06-07 08:03:05.556036,0,Bachelor,7700.0,0,14,75,FinTech Apps,GMT+-8
115,Specialist,2,32,24,1.58,11,88,1,False,"C#, Unity",10,Web Dev,8,ISTJ,Teams,Hybrid,5,3,"AI, Bioinformatics",31,Legal,Female,48,2023-06-08 08:03:05.556036,1,Bachelor,5400.0,1,0,25,AI Startups,GMT+-5
116,Analyst,5,43,5,2.47,11,96,0,False,"Swift, iOS Dev",5,Data Analyst,9,INFJ,Email,Office,6,6,"AI, Ethics",11,Customer Support,Female,56,2021-04-26 08:03:05.556036,3,Bachelor,6000.0,29,8,100,AI Research,GMT+-4
117,Manager,5,33,4,3.24,17,44,2,False,"Python, R",1,Web Dev,6,ISFJ,Slack,Office,8,1,"FinTech, AI",38,Legal,Male,26,2021-04-30 08:03:05.556036,3,High School,9000.0,15,3,75,DeFi,GMT+1
118,Consultant,4,54,44,4.2,1,81,1,False,"Python, NLP",4,Blockchain Dev,8,INFJ,Email,Remote,5,1,HealthTech,42,IT,Male,38,2016-06-10 08:03:05.556036,8,PhD,7700.0,17,3,0,NLP Research,GMT+-3
119,Manager,5,49,12,2.87,19,4,1,False,"Python, ML",6,Full Stack Dev,3,ISTJ,Email,Hybrid,3,7,"AI, Ethics",16,IT,Female,27,2020-01-22 08:03:05.556036,4,Bachelor,9000.0,27,10,25,Finance Apps,GMT+5
120,Specialist,3,47,15,4.37,11,65,0,False,"JavaScript, Node.js",1,DevOps Engineer,8,ENFJ,Email,Office,8,9,"AI, Ethics",48,Finance,Male,29,2021-07-10 08:03:05.556036,3,Bachelor,5850.0,6,1,25,"IoT, Robotics",GMT+0
121,Specialist,1,49,2,4.17,6,23,1,False,"React, TypeScript",10,Embedded Dev,10,ESTJ,Slack,Agile,4,7,"AI, Ethics",24,Customer Support,Male,26,2019-03-21 08:03:05.556036,5,Bachelor,4950.0,12,6,75,SaaS,GMT+12
122,Technician,1,30,42,2.94,6,13,1,True,"SQL, PostgreSQL",8,Database Admin,7,ISTP,Email,Remote,8,2,HealthTech,38,Legal,Female,25,2019-11-27 08:03:05.556036,4,High School,3850.0,4,11,75,DeFi,GMT+-6
123,Manager,4,53,11,4.47,12,60,1,False,"Python, ML",6,Full Stack Dev,9,ISFJ,Email,Remote,8,7,"Crypto, Security",43,Operations,Female,44,2015-08-12 08:03:05.556036,9,Bachelor,8400.0,28,5,0,Cloud Security,GMT+8
124,Consultant,4,35,31,1.14,14,19,0,False,"Golang, DevOps",7,DevOps Engineer,1,INTP,Slack,Hybrid,10,8,"Game Dev, AI",37,Finance,Male,46,2014-11-04 08:03:05.556036,9,Bachelor,7700.0,19,7,75,Indie Games,GMT+7
125,Engineer,3,46,4,1.39,1,36,2,False,"JavaScript, Node.js",3,AI Researcher,6,INTP,Zoom,Remote,1,8,"Web Dev, SaaS",28,IT,Male,28,2020-11-03 08:03:05.556036,3,High School,7800.0,12,7,0,SaaS,GMT+9
126,Developer,1,56,6,4.65,6,60,0,False,"React, TypeScript",9,Data Analyst,1,ISFJ,Slack,Remote,5,5,"AI, Ethics",41,Marketing,Male,34,2015-11-10 08:03:05.556036,8,High School,5500.0,3,12,0,AI Research,GMT+-12
127,Consultant,2,50,44,4.4,16,35,0,False,"Python, ML",4,Blockchain Dev,4,ENTP,Discord,Remote,3,10,Data Science,23,Engineering,Other,59,2014-10-01 08:03:05.556036,9,Bachelor,6600.0,17,0,100,Finance Apps,GMT+8
128,Consultant,2,59,27,1.74,1,44,2,False,"Java, Spring",8,AI Researcher,9,ENTP,Discord,Agile,4,8,"AI, Bioinformatics",26,Sales,Male,31,2022-06-16 08:03:05.556036,2,Bachelor,6600.0,22,6,100,FinTech Apps,GMT+-12
129,Developer,5,45,8,1.24,12,66,2,True,"Python, ML",9,AI Researcher,9,INTP,Teams,Agile,7,1,"Web Dev, SaaS",42,Sales,Male,51,2023-06-17 08:03:05.556036,1,High School,7500.0,7,6,50,"IoT, Robotics",GMT+-5
130,Engineer,1,39,10,1.61,1,66,2,False,"Python, TensorFlow",2,Web Dev,4,ESTJ,Slack,Remote,3,1,"NLP, AI Ethics",40,Sales,Other,29,2020-05-27 08:03:05.556036,4,Bachelor,6600.0,25,1,100,Marketplace,GMT+-8
131,Specialist,5,34,14,2.84,15,97,2,True,"JavaScript, Node.js",2,ML Engineer,5,ISTP,Zoom,Remote,8,3,"AI, Hardware",23,Engineering,Male,47,2015-04-17 08:03:05.556036,9,Master,6750.0,27,6,50,AI Research,GMT+9
132,Technician,5,52,14,2.87,17,34,0,False,"Java, Spring",10,ML Engineer,4,ISTJ,Zoom,Agile,1,2,"Game Dev, AI",40,HR,Male,32,2023-12-17 08:03:05.556036,0,Bachelor,5250.0,28,5,25,Indie Games,GMT+1
133,Manager,3,49,9,1.96,12,92,0,False,"Python, NLP",1,Full Stack Dev,7,INTP,Discord,Office,8,7,HealthTech,28,Marketing,Female,55,2020-10-06 08:03:05.556036,3,High School,7800.0,15,9,75,Healthcare AI,GMT+-7
134,Consultant,2,55,41,3.83,13,44,1,False,"Rust, Blockchain",1,Data Analyst,8,ESTP,Email,Remote,8,6,Data Science,28,Operations,Female,29,2019-05-01 08:03:05.556036,5,High School,6600.0,13,2,25,Marketplace,GMT+-1
135,Consultant,2,39,24,3.79,11,63,0,False,"Python, R",2,Backend Dev,9,ESTJ,Slack,Remote,5,7,"AI, Bioinformatics",28,Operations,Male,24,2022-08-10 08:03:05.556036,2,Bachelor,6600.0,0,12,25,AI Research,GMT+-6
136,Analyst,5,56,28,3.03,12,94,0,False,"React, TypeScript",1,Full Stack Dev,4,ENTJ,Slack,Remote,3,10,Cloud Computing,50,Sales,Male,23,2021-10-06 08:03:05.556036,2,Bachelor,6000.0,29,1,0,Marketplace,GMT+-1
137,Analyst,2,46,21,1.25,6,9,1,False,"PHP, Laravel",3,Database Admin,9,INTP,Zoom,Hybrid,10,10,"Design, HCI",20,Legal,Female,35,2017-01-11 08:03:05.556036,7,Bachelor,4800.0,17,2,25,Indie Games,GMT+4
138,Manager,5,40,9,4.83,17,34,2,False,"Golang, DevOps",5,Designer,8,ISTP,Email,Remote,9,6,"FinTech, UX",38,Customer Support,Male,28,2019-03-26 08:03:05.556036,5,Master,9000.0,12,2,100,SaaS,GMT+2
139,Technician,2,34,24,1.12,12,22,0,False,"PHP, Laravel",8,Full Stack Dev,8,INFJ,Discord,Hybrid,10,8,"Crypto, Security",28,Finance,Male,38,2018-11-01 08:03:05.556036,5,High School,4200.0,23,0,100,Marketplace,GMT+-10
140,Specialist,1,44,4,4.38,4,11,0,False,"C#, Unity",10,Data Scientist,4,ISTP,Email,Office,1,4,Data Science,46,Legal,Female,39,2022-12-21 08:03:05.556036,1,High School,4950.0,5,5,50,AI Startups,GMT+7
141,Analyst,2,35,20,3.61,13,16,1,False,"SQL, PostgreSQL",7,ML Engineer,5,ENTP,Teams,Office,6,1,"AI, Bioinformatics",27,Engineering,Female,23,2019-01-15 08:03:05.556036,5,Bachelor,4800.0,11,1,25,"IoT, Robotics",GMT+9
142,Specialist,3,52,6,4.61,6,45,1,False,"PHP, Laravel",2,Backend Dev,5,INFJ,Teams,Office,6,3,"Design, HCI",34,Customer Support,Male,22,2021-03-16 08:03:05.556036,3,PhD,5850.0,8,14,50,Healthcare AI,GMT+0
143,Specialist,2,35,27,2.62,15,93,0,False,"Rust, Blockchain",9,Database Admin,6,ISFJ,Zoom,Hybrid,9,7,"Game Dev, AI",21,Legal,Female,60,2016-11-21 08:03:05.556036,7,Bachelor,5400.0,19,2,50,Healthcare AI,GMT+2
144,Analyst,3,48,49,1.82,11,64,2,False,"PHP, Laravel",2,Frontend Dev,8,ISFP,Email,Office,2,3,"Crypto, Security",23,Customer Support,Female,54,2017-02-19 08:03:05.556036,7,High School,5200.0,27,3,75,Healthcare AI,GMT+-1
145,Consultant,1,53,18,2.23,5,46,0,False,"JavaScript, Node.js",3,Designer,2,INFJ,Teams,Agile,1,10,Cloud Computing,19,Operations,Female,26,2023-06-03 08:03:05.556036,1,Bachelor,6050.0,15,11,50,Cloud Security,GMT+7
146,Consultant,2,41,30,4.36,18,80,2,False,"UI/UX, Figma",4,Data Scientist,3,INFJ,Email,Hybrid,4,4,"Design, HCI",46,Customer Support,Male,43,2018-02-24 08:03:05.556036,6,Master,6600.0,12,4,25,SaaS,GMT+-7
147,Engineer,1,39,41,3.3,7,1,0,False,"Golang, DevOps",5,Game Developer,5,ENTP,Zoom,Hybrid,5,3,"AI, Hardware",10,Legal,Female,57,2019-06-02 08:03:05.556036,5,Bachelor,6600.0,7,13,0,CMS Systems,GMT+2
148,Analyst,3,56,26,4.55,14,34,2,False,"Java, Spring",1,AI Researcher,4,ESTP,Zoom,Office,1,4,"AI, Bioinformatics",24,Sales,Male,58,2016-11-10 08:03:05.556036,7,Master,5200.0,25,6,100,AI Startups,GMT+4
149,Technician,1,59,3,4.75,13,78,2,False,"Python, NLP",8,AI Researcher,9,ENTJ,Slack,Remote,1,9,"AI, Ethics",12,IT,Female,31,2017-08-01 08:03:05.556036,7,Master,3850.0,13,0,50,SaaS,GMT+-11
150,Analyst,1,57,17,3.0,6,92,0,False,"Python, R",7,Data Scientist,4,INTJ,Zoom,Hybrid,6,6,"SaaS, Web3",41,Finance,Female,55,2021-03-19 08:03:05.556036,3,Bachelor,4400.0,21,12,100,Finance Apps,GMT+4
151,Consultant,4,52,11,4.76,12,19,0,False,"SQL, PostgreSQL",10,Frontend Dev,1,ISTJ,Slack,Office,4,6,"SaaS, Web3",24,Operations,Male,59,2020-10-27 08:03:05.556036,3,Bachelor,7700.0,15,13,50,Finance Apps,GMT+-6
152,Manager,4,35,10,1.02,1,51,1,False,"Rust, Blockchain",4,Web Dev,7,ENFP,Email,Remote,9,4,"Design, HCI",22,Sales,Male,25,2023-06-04 08:03:05.556036,1,Bachelor,8400.0,10,0,50,NLP Research,GMT+6
153,Technician,5,37,49,4.44,6,21,2,False,"SQL, PostgreSQL",10,DevOps Engineer,7,INTJ,Discord,Agile,3,1,"AI, Hardware",30,Marketing,Female,54,2014-09-22 08:03:05.556036,9,High School,5250.0,22,14,100,FinTech Apps,GMT+-3
154,Specialist,3,49,19,4.88,12,15,2,False,"Python, NLP",8,Frontend Dev,4,ISTP,Slack,Hybrid,1,8,Cloud Computing,38,Customer Support,Male,60,2017-07-14 08:03:05.556036,7,Bachelor,5850.0,1,7,100,"IoT, Robotics",GMT+8
155,Engineer,3,53,49,3.78,3,30,2,False,"C#, Unity",9,Database Admin,4,ENFP,Teams,Remote,6,5,Cloud Computing,48,Legal,Male,51,2015-06-22 08:03:05.556036,9,Bachelor,7800.0,17,1,75,AI Startups,GMT+-4
156,Specialist,1,57,30,1.05,13,70,1,False,"Python, ML",8,Database Admin,5,ESTP,Email,Office,3,8,"AI, Ethics",10,Customer Support,Female,35,2023-06-28 08:03:05.556036,1,Master,4950.0,24,8,100,FinTech Apps,GMT+-5
157,Manager,1,34,5,1.79,17,71,0,False,"SQL, PostgreSQL",5,Data Scientist,2,INFJ,Email,Hybrid,10,8,E-commerce,37,Legal,Male,46,2020-05-04 08:03:05.556036,4,Bachelor,6600.0,7,1,25,FinTech Apps,GMT+-11
158,Analyst,1,55,45,3.34,7,11,2,False,"Python, NLP",3,Full Stack Dev,9,ISFP,Email,Office,10,2,"Design, HCI",43,Operations,Female,39,2015-07-16 08:03:05.556036,9,Bachelor,4400.0,14,5,50,Indie Games,GMT+-12
159,Technician,1,31,36,4.04,6,98,0,False,"PHP, Laravel",7,Backend Dev,5,ENFJ,Discord,Hybrid,4,7,E-commerce,34,Legal,Female,41,2015-06-21 08:03:05.556036,9,Master,3850.0,21,12,100,Healthcare AI,GMT+6
160,Manager,4,52,28,4.15,12,27,0,True,"C++, Robotics",10,Game Developer,5,ISTJ,Discord,Office,1,10,"NLP, AI Ethics",50,Operations,Female,30,2022-07-04 08:03:05.556036,2,Master,8400.0,17,1,100,AI Research,GMT+-11
161,Manager,1,39,43,2.85,3,70,1,False,"PHP, Laravel",9,Full Stack Dev,8,INFJ,Teams,Agile,1,7,"Web Dev, SaaS",18,Engineering,Male,36,2015-12-27 08:03:05.556036,8,Master,6600.0,27,10,100,AI Startups,GMT+9
162,Technician,5,56,35,2.04,16,41,2,False,"C++, Robotics",6,Web Dev,6,ENFJ,Slack,Office,3,4,"Game Dev, AI",48,HR,Male,32,2019-09-13 08:03:05.556036,4,Bachelor,5250.0,20,10,0,SaaS,GMT+-2
163,Technician,5,32,46,1.78,19,29,0,False,"Python, NLP",1,Mobile Dev,4,INFJ,Teams,Remote,6,10,"AI, Hardware",44,Finance,Male,44,2023-01-19 08:03:05.556036,1,Bachelor,5250.0,15,14,50,Finance Apps,GMT+0
164,Analyst,1,43,33,1.97,4,53,1,True,"UI/UX, Figma",3,Embedded Dev,2,ISTP,Discord,Office,4,4,E-commerce,44,Legal,Male,37,2016-11-21 08:03:05.556036,7,High School,4400.0,2,2,0,AI Startups,GMT+4
165,Analyst,2,54,26,1.82,16,43,0,True,"Golang, DevOps",7,Data Scientist,2,ESTJ,Teams,Remote,3,10,HealthTech,29,Engineering,Male,26,2020-12-19 08:03:05.556036,3,High School,4800.0,23,0,100,AI Research,GMT+9
166,Specialist,3,50,29,3.49,12,47,2,False,"Rust, Blockchain",8,Data Scientist,4,INTP,Teams,Office,6,2,"Game Dev, AI",41,Sales,Female,30,2020-05-18 08:03:05.556036,4,High School,5850.0,23,9,75,AI Startups,GMT+1
167,Manager,4,51,44,1.14,12,78,1,False,"Golang, DevOps",5,Full Stack Dev,7,INFJ,Discord,Hybrid,1,2,HealthTech,43,Sales,Male,36,2018-06-04 08:03:05.556036,6,High School,8400.0,1,6,50,CMS Systems,GMT+12
168,Analyst,5,49,48,1.97,19,93,0,False,"Python, R",1,AI Researcher,6,ENFJ,Teams,Remote,4,1,"Web Dev, SaaS",32,Legal,Male,31,2016-11-18 08:03:05.556036,7,Bachelor,6000.0,25,0,25,Indie Games,GMT+-2
169,Specialist,4,53,17,4.25,14,84,0,False,"C#, Unity",1,Embedded Dev,10,ISFP,Zoom,Remote,3,9,"AI, Bioinformatics",10,Legal,Female,39,2019-01-27 08:03:05.556036,5,High School,6300.0,23,5,75,Web Apps,GMT+0
170,Technician,5,50,22,2.59,5,49,2,False,"Python, R",4,Frontend Dev,6,INFJ,Slack,Remote,6,6,"SaaS, Web3",18,Legal,Female,34,2019-10-22 08:03:05.556036,4,High School,5250.0,26,2,25,E-Commerce,GMT+7
171,Manager,3,57,49,4.72,13,52,2,False,"Python, R",2,Mobile Dev,2,ISFJ,Slack,Office,7,1,"Design, HCI",41,Engineering,Male,23,2023-04-09 08:03:05.556036,1,Bachelor,7800.0,9,11,50,Healthcare AI,GMT+-10
172,Developer,2,52,23,3.63,6,50,2,False,"Python, TensorFlow",2,Embedded Dev,5,ESTP,Teams,Office,2,1,E-commerce,14,Finance,Male,22,2015-03-28 08:03:05.556036,9,Bachelor,6000.0,17,3,25,NLP Research,GMT+4
173,Developer,2,39,17,2.24,8,63,1,False,"Python, NLP",8,Data Scientist,6,ISTJ,Discord,Office,5,5,Data Science,17,Operations,Male,43,2020-03-30 08:03:05.556036,4,PhD,6000.0,1,8,25,NLP Research,GMT+-9
174,Specialist,5,35,30,3.36,5,16,0,False,"JavaScript, Node.js",6,Data Scientist,6,ISTP,Email,Remote,7,1,"AI, Hardware",17,Marketing,Female,26,2019-09-20 08:03:05.556036,4,High School,6750.0,18,11,0,CMS Systems,GMT+-8
175,Analyst,2,56,48,3.85,2,42,2,False,"Rust, Blockchain",3,Embedded Dev,5,ISTJ,Discord,Remote,8,10,"AI, Ethics",15,Customer Support,Female,30,2024-05-05 08:03:05.556036,0,Bachelor,4800.0,21,1,100,CMS Systems,GMT+-11
176,Developer,3,57,14,3.59,14,16,1,True,"JavaScript, Node.js",5,Database Admin,10,INTP,Zoom,Agile,10,6,"Design, HCI",36,Engineering,Female,48,2024-08-26 08:03:05.556036,0,Bachelor,6500.0,12,12,75,AI Research,GMT+-3
177,Consultant,3,40,2,3.79,18,99,1,False,"JavaScript, Node.js",3,Blockchain Dev,2,INTJ,Email,Remote,2,6,"SaaS, Web3",44,HR,Female,54,2017-05-13 08:03:05.556036,7,Bachelor,7150.0,7,8,100,Web Apps,GMT+-3
178,Analyst,4,40,42,1.14,16,47,0,False,"UI/UX, Figma",5,DevOps Engineer,2,ENTJ,Zoom,Agile,9,4,"Game Dev, AI",13,Customer Support,Male,25,2017-08-01 08:03:05.556036,7,Bachelor,5600.0,14,9,100,SaaS,GMT+-12
179,Technician,2,52,21,1.3,19,79,2,False,"C#, Unity",2,Designer,7,ISTJ,Zoom,Agile,7,6,"SaaS, Web3",19,Customer Support,Other,48,2018-02-28 08:03:05.556036,6,Bachelor,4200.0,8,13,50,Web Apps,GMT+-6
180,Manager,2,31,36,2.89,9,36,2,False,"Python, R",3,DevOps Engineer,4,ENFP,Discord,Office,2,1,"Game Dev, AI",21,Legal,Female,53,2016-06-25 08:03:05.556036,8,Master,7200.0,25,3,0,"IoT, Robotics",GMT+0
181,Technician,1,36,13,2.39,13,67,1,True,"JavaScript, Node.js",3,Data Scientist,9,ISFJ,Zoom,Hybrid,8,1,Cloud Computing,47,Legal,Male,28,2017-04-13 08:03:05.556036,7,Bachelor,3850.0,13,5,0,Cloud Security,GMT+1
182,Manager,2,48,38,4.28,17,56,2,False,"Python, R",1,Database Admin,1,ENTJ,Zoom,Agile,10,1,"Game Dev, AI",21,Legal,Male,57,2024-08-02 08:03:05.556036,0,Bachelor,7200.0,9,8,50,DeFi,GMT+-3
183,Technician,4,33,26,2.47,5,21,1,False,"Python, TensorFlow",8,Blockchain Dev,8,INFJ,Teams,Agile,9,3,E-commerce,25,Sales,Male,48,2018-05-28 08:03:05.556036,6,Bachelor,4900.0,29,4,75,Finance Apps,GMT+0
184,Manager,5,41,27,1.46,12,62,2,False,"Rust, Blockchain",9,Designer,4,ESTJ,Discord,Agile,9,3,"Game Dev, AI",38,Customer Support,Female,32,2022-05-14 08:03:05.556036,2,Bachelor,9000.0,17,7,25,AI Research,GMT+5
185,Technician,3,38,30,2.69,9,56,2,False,"Java, Spring",4,Database Admin,8,ENFJ,Teams,Hybrid,8,10,"SaaS, Web3",42,Finance,Female,33,2015-01-15 08:03:05.556036,9,Bachelor,4550.0,1,11,75,Marketplace,GMT+11
186,Manager,4,35,37,4.38,5,59,2,False,"Java, Spring",1,Web Dev,3,ENFJ,Teams,Remote,7,10,"FinTech, UX",31,HR,Female,57,2023-07-27 08:03:05.556036,1,Bachelor,8400.0,7,10,100,DeFi,GMT+1
187,Engineer,4,41,28,3.08,8,38,0,False,"C++, Robotics",9,Full Stack Dev,6,ISFJ,Slack,Office,2,4,Cloud Computing,42,Legal,Male,38,2018-10-19 08:03:05.556036,5,Master,8400.0,22,6,100,SaaS,GMT+1
188,Specialist,2,54,14,4.01,11,97,2,False,"SQL, PostgreSQL",5,AI Researcher,1,ENTP,Slack,Office,1,10,"SaaS, Web3",26,IT,Female,43,2022-02-15 08:03:05.556036,2,High School,5400.0,8,9,25,Healthcare AI,GMT+-10
189,Specialist,2,33,47,2.8,10,11,0,True,"Python, TensorFlow",5,Blockchain Dev,8,INFJ,Teams,Office,1,6,E-commerce,15,Customer Support,Female,26,2023-07-18 08:03:05.556036,1,Bachelor,5400.0,15,5,50,DeFi,GMT+6
190,Consultant,1,39,24,3.85,12,4,0,False,"Python, TensorFlow",2,Web Dev,10,INTP,Email,Hybrid,3,5,HealthTech,15,Operations,Female,41,2022-05-21 08:03:05.556036,2,Bachelor,6050.0,24,6,100,CMS Systems,GMT+-9
191,Analyst,4,46,18,2.32,10,12,0,False,"Python, NLP",7,ML Engineer,8,ESTP,Zoom,Remote,7,8,"SaaS, Web3",45,HR,Female,37,2016-03-17 08:03:05.556036,8,Bachelor,5600.0,0,9,0,Web Apps,GMT+1
192,Analyst,2,39,49,3.84,15,64,1,True,"UI/UX, Figma",6,Game Developer,5,ENTJ,Slack,Hybrid,8,9,E-commerce,45,Engineering,Female,36,2020-12-26 08:03:05.556036,3,Bachelor,4800.0,24,14,25,SaaS,GMT+-1
193,Specialist,1,59,2,3.94,4,99,0,False,"SQL, PostgreSQL",5,ML Engineer,9,ISFJ,Email,Hybrid,6,1,"FinTech, AI",10,Finance,Male,54,2020-01-01 08:03:05.556036,4,Bachelor,4950.0,22,3,0,FinTech Apps,GMT+8
194,Analyst,2,57,28,1.48,15,85,0,False,"C++, Robotics",1,Mobile Dev,4,ENTP,Teams,Office,1,10,"FinTech, AI",34,IT,Female,45,2021-04-10 08:03:05.556036,3,Bachelor,4800.0,26,2,50,Indie Games,GMT+5
195,Specialist,5,53,19,2.51,2,61,0,True,"C#, Unity",2,AI Researcher,9,ESTJ,Teams,Hybrid,10,2,"NLP, AI Ethics",44,IT,Female,56,2017-07-25 08:03:05.556036,7,Master,6750.0,22,4,0,AI Research,GMT+-10
196,Engineer,5,59,16,1.59,1,26,1,True,"Python, TensorFlow",8,Game Developer,3,ENTP,Zoom,Agile,2,5,"Game Dev, AI",23,Legal,Female,39,2023-03-30 08:03:05.556036,1,Master,9000.0,24,2,50,Finance Apps,GMT+12
197,Technician,1,37,9,1.49,5,15,2,False,"C++, Robotics",10,AI Researcher,4,ENFP,Zoom,Hybrid,6,9,"FinTech, UX",29,HR,Male,44,2022-07-30 08:03:05.556036,2,High School,3850.0,8,11,75,NLP Research,GMT+-12
198,Analyst,5,43,14,3.45,17,42,2,False,"Python, ML",4,Blockchain Dev,3,ESTP,Email,Agile,9,2,"AI, Bioinformatics",41,HR,Female,55,2021-02-04 08:03:05.556036,3,Bachelor,6000.0,22,6,75,DeFi,GMT+6
199,Developer,1,44,40,3.23,12,56,0,False,"PHP, Laravel",9,Backend Dev,1,ISFJ,Teams,Office,1,5,"FinTech, AI",44,IT,Female,52,2019-04-08 08:03:05.556036,5,Bachelor,5500.0,28,14,50,Finance Apps,GMT+-7
200,Consultant,1,36,4,3.73,9,38,2,True,"PHP, Laravel",3,Game Developer,7,ENTP,Slack,Hybrid,8,2,"AI, Bioinformatics",24,Operations,Male,27,2021-04-26 08:03:05.556036,3,Master,6050.0,26,8,100,Finance Apps,GMT+-12
201,Analyst,5,30,12,2.41,8,26,1,False,"React, TypeScript",6,Database Admin,10,ENTJ,Teams,Office,9,2,"FinTech, UX",32,Finance,Male,45,2014-09-21 08:03:05.556036,9,Bachelor,6000.0,14,9,100,E-Commerce,GMT+7
202,Specialist,3,52,28,3.47,16,14,2,False,"Java, Spring",9,Data Scientist,1,ISFJ,Discord,Agile,5,10,"AI, Hardware",21,Operations,Female,54,2019-05-13 08:03:05.556036,5,Bachelor,5850.0,21,3,0,FinTech Apps,GMT+4
203,Consultant,2,47,5,4.06,19,87,1,False,"SQL, PostgreSQL",10,Game Developer,10,INTP,Email,Agile,8,6,"SaaS, Web3",28,Engineering,Male,32,2016-03-05 08:03:05.556036,8,High School,6600.0,20,10,75,Cloud Security,GMT+-3
204,Analyst,2,34,19,2.63,14,37,0,False,"PHP, Laravel",2,Game Developer,1,ESTP,Slack,Office,3,7,"SaaS, Web3",45,Customer Support,Male,52,2020-04-09 08:03:05.556036,4,Bachelor,4800.0,18,6,75,FinTech Apps,GMT+1
205,Technician,1,32,39,1.25,14,40,1,False,"Python, R",4,Designer,8,ENFJ,Email,Hybrid,5,7,"AI, Hardware",49,HR,Female,38,2017-12-01 08:03:05.556036,6,High School,3850.0,2,2,50,SaaS,GMT+10
206,Engineer,2,44,10,4.9,5,88,2,True,"Python, NLP",5,Game Developer,1,ISFP,Email,Hybrid,6,10,"FinTech, UX",30,Marketing,Male,50,2023-08-29 08:03:05.556036,1,Bachelor,7200.0,21,0,0,FinTech Apps,GMT+-11
207,Manager,4,55,28,1.02,5,66,2,False,"Rust, Blockchain",8,Web Dev,7,ESTJ,Email,Agile,2,1,"AI, Hardware",12,Customer Support,Male,41,2020-11-19 08:03:05.556036,3,Master,8400.0,1,14,50,Marketplace,GMT+-12
208,Developer,1,30,20,4.61,6,64,1,True,"JavaScript, Node.js",1,DevOps Engineer,9,ENTP,Email,Remote,9,5,"Crypto, Security",43,Sales,Female,40,2016-11-26 08:03:05.556036,7,High School,5500.0,7,10,0,SaaS,GMT+-6
209,Developer,3,55,49,2.96,15,75,2,False,"SQL, PostgreSQL",6,AI Researcher,3,ISFP,Zoom,Office,5,2,"FinTech, UX",35,Engineering,Male,43,2015-11-21 08:03:05.556036,8,High School,6500.0,24,8,50,FinTech Apps,GMT+8
210,Consultant,2,58,39,4.32,14,23,0,False,"Rust, Blockchain",6,Game Developer,8,ISFJ,Email,Hybrid,7,2,"Web Dev, SaaS",33,Legal,Male,42,2015-04-26 08:03:05.556036,9,Bachelor,6600.0,13,3,0,Marketplace,GMT+-6
